memberId,lastTransactionUtcTs,lastTransactionType,lastTransactionPointsBought,lastTransactionRevenueUSD
7C540EFD,2022-11-30 14:02:32,gift,9700,10.777777777777779
DB3D4099,2019-08-22 11:12:33,buy,8900,17.8
353ACD20,2023-02-01 08:14:59,buy,1000,1.25
FC107804,2019-05-17 01:23:01,redeem,-4100,0.0
F42E1408,2023-11-19 02:38:24,gift,7300,9.125
C66FDA0C,2023-01-21 23:26:39,redeem,-1600,0.0
BE5F87A6,2020-03-26 21:56:13,redeem,-7400,0.0
B17CB563,2021-10-21 17:59:46,buy,5300,26.5
76F0942D,2020-09-21 03:07:24,gift,5400,3.176470588235294
D502D7AA,2022-03-16 02:51:51,gift,3800,2.111111111111111
DE82F6BF,2023-11-24 03:52:07,buy,4700,23.5
FCD17894,2020-10-22 03:50:07,redeem,-2300,0.0
13A0FF53,2020-11-01 09:21:38,buy,4900,12.25
B83088FA,2022-05-21 09:23:44,redeem,-1400,0.0
B49480EC,2019-08-19 06:31:17,gift,4200,4.666666666666667
A4CB5752,2022-08-20 04:04:52,buy,1600,0.8888888888888888
0C29817B,2021-05-13 12:06:02,redeem,-600,0.0
74508396,2019-07-17 03:28:42,gift,7600,15.2
E383CB37,2020-01-27 03:11:38,redeem,-2200,0.0
2D602F54,2020-03-25 09:17:46,gift,600,0.3333333333333333
10920EE0,2023-07-29 23:23:44,gift,300,0.16666666666666666
73CDC6F0,2020-03-29 20:56:39,gift,5500,27.5
DDBAA40A,2022-09-09 04:27:46,buy,6200,62.0
030FFE74,2022-07-06 18:14:40,gift,800,0.8
16C09944,2021-12-22 01:32:16,buy,400,1.0
34A01C00,2019-06-09 06:11:06,redeem,-4400,0.0
7E51502C,2019-09-19 10:31:40,gift,500,0.45454545454545453
B535A8A9,2022-04-18 03:00:48,buy,7000,3.5
634E89BA,2020-07-09 07:48:57,redeem,-4700,0.0
E085BF23,2019-07-16 03:49:28,redeem,-7100,0.0
0E78F618,2022-04-21 17:33:43,buy,7900,4.647058823529412
062DB180,2023-01-24 09:45:54,buy,4600,2.5555555555555554
6AE748C6,2022-06-21 07:02:41,buy,4000,8.0
A3735E19,2022-09-12 10:28:55,gift,1000,0.7142857142857143
5D5CC52F,2020-08-07 02:42:46,gift,9300,7.75
CB7F15B2,2023-02-23 13:45:23,redeem,-5900,0.0
CB68236B,2020-09-24 02:41:52,gift,1000,5.0
DDBAA40A,2021-01-09 14:27:37,redeem,-400,0.0
57CA2423,2022-04-04 21:18:44,redeem,-4600,0.0
EC3BDD69,2019-01-14 02:47:25,redeem,-4100,0.0
B81EBF21,2022-04-14 12:41:32,buy,3600,6.0
68415BA5,2023-07-28 17:26:13,redeem,-8600,0.0
4B8E6516,2023-07-01 04:11:34,redeem,-3900,0.0
2085BB17,2020-04-07 12:25:32,gift,2200,2.0
FE1021C3,2021-02-17 08:24:27,buy,6800,4.0
1166073A,2019-07-12 03:40:10,gift,4800,16.0
C8D1B3A8,2020-11-29 11:05:59,redeem,-7800,0.0
6A6F4686,2020-01-27 05:57:18,gift,4900,4.9
465E51CE,2019-10-24 05:01:18,gift,10000,5.2631578947368425
51C9DFA1,2022-06-18 01:38:06,redeem,-3500,0.0
A7A8B5E3,2022-09-04 22:03:13,gift,6100,30.5
1418DF0D,2023-11-26 03:29:07,buy,3300,8.25
0664C0B9,2023-11-09 04:14:28,buy,2100,1.5
DBED7477,2020-02-18 07:36:53,gift,7300,8.11111111111111
154651AD,2022-12-18 14:52:13,gift,5700,2.85
46FF496E,2019-04-10 11:05:20,gift,2200,1.8333333333333333
76F0942D,2023-05-09 21:52:13,buy,4100,2.9285714285714284
8B1C7BD4,2020-07-03 18:54:18,gift,9800,8.909090909090908
417E93CA,2023-04-06 21:05:12,buy,9100,18.2
13A0FF53,2020-09-22 01:34:17,gift,1800,3.6
E01CFFD4,,,,
B1B6E92C,2019-04-26 09:39:46,buy,9000,12.857142857142858
B81EBF21,2021-04-23 02:22:55,redeem,-4900,0.0
4C6EE90F,2023-06-14 09:49:29,gift,6600,11.0
F44DBBBC,2019-12-31 09:08:14,redeem,-2000,0.0
DA92C3C9,2021-09-15 11:00:54,gift,4600,9.2
9FDD53B1,2022-11-09 07:50:04,redeem,-6600,0.0
078E4905,2023-05-01 14:17:39,redeem,-8400,0.0
EC8EEFFF,2019-04-27 17:50:35,buy,3800,2.533333333333333
F44DBBBC,2023-03-11 05:49:55,redeem,-2200,0.0
3F660E7D,2019-03-18 02:20:12,redeem,-2700,0.0
929E5BA6,2022-09-12 23:30:04,gift,3500,4.375
DBAC9005,2023-07-02 00:42:42,gift,3400,4.25
6D1A4F42,2020-09-06 04:23:40,gift,8100,20.25
74CBC695,2021-04-24 01:12:23,buy,1600,5.333333333333333
97179360,2021-01-20 13:55:38,redeem,-1300,0.0
A67C5D0B,2022-02-16 04:36:47,gift,1400,14.0
EB6FFC96,2022-11-03 10:17:49,buy,3500,2.1875
B2DB0ACB,2022-06-15 23:04:20,gift,6500,3.4210526315789473
8A643CF2,2021-07-06 23:21:50,buy,9500,5.0
6901D946,2022-01-26 11:11:05,redeem,-7700,0.0
AE0B451A,2022-07-30 14:01:36,buy,3900,3.25
0F66601C,2021-11-16 04:51:23,buy,8000,4.0
EA3BBFF2,2020-04-30 13:32:06,redeem,-6800,0.0
01489FA6,,,,
BE4B1889,2019-08-23 09:42:30,buy,8400,12.0
0190F114,2021-09-27 05:42:04,gift,3000,7.5
5D20236C,2023-12-21 06:06:57,gift,8200,5.125
E9C8343F,2023-09-04 07:07:59,gift,7300,3.8421052631578947
141D2CF5,2019-01-11 09:06:56,gift,6300,5.7272727272727275
3F660E7D,2022-12-23 12:22:01,redeem,-9700,0.0
B1B6E92C,2021-11-08 13:03:14,redeem,-8800,0.0
3D0B4F32,2019-02-28 06:26:37,buy,9600,9.6
BE5F87A6,2022-05-12 10:13:54,gift,7200,6.0
412ED494,2023-09-05 16:04:04,buy,7700,5.5
7CEED685,2022-02-14 17:02:46,redeem,-10000,0.0
7B78E143,2022-07-25 07:29:47,gift,5500,3.6666666666666665
DDBAA40A,2022-03-31 04:02:57,gift,7000,70.0
CCC1D9F1,2019-08-06 02:35:53,redeem,-2500,0.0
8869F52E,2023-03-18 09:46:00,gift,4800,4.363636363636363
BF646B21,,,,
9A4A5C1B,2021-03-08 10:19:53,gift,3100,4.428571428571429
7FF5DF2A,2021-07-27 05:28:44,gift,9800,4.9
166DCF52,2022-03-19 21:56:58,redeem,-1700,0.0
833ED870,2023-01-24 06:45:34,redeem,-2400,0.0
8B1C7BD4,2019-02-06 15:19:18,buy,3400,2.2666666666666666
0744D481,2020-09-30 13:20:26,gift,8800,29.333333333333332
351A31A4,2021-05-10 20:34:52,buy,5400,7.714285714285714
82108D0C,2023-09-10 17:43:11,gift,300,0.3
46FF496E,2019-11-12 00:55:21,buy,2700,2.25
4A2BC2EF,2021-01-30 15:52:52,redeem,-100,0.0
66A1D1E4,2021-03-13 12:51:15,gift,5500,3.6666666666666665
8303F46E,2023-09-21 13:21:21,gift,5900,59.0
48B58C8A,2023-03-10 11:13:28,redeem,-3900,0.0
7C540EFD,2021-05-16 00:41:46,gift,4800,2.6666666666666665
A0C87EEA,2022-02-25 02:09:06,gift,2900,29.0
5AC9489D,2022-10-07 16:02:07,redeem,-8100,0.0
842A091A,2022-06-19 23:55:57,redeem,-3300,0.0
4D37F2E1,2020-03-25 22:04:34,redeem,-3100,0.0
C113A822,2022-07-04 23:39:49,gift,1300,1.0833333333333333
C137C2FF,2019-03-25 06:51:28,gift,2400,8.0
B26355A5,2021-09-14 16:04:11,gift,6800,11.333333333333334
5AC9489D,2019-07-26 19:56:06,redeem,-7100,0.0
FBE7D522,2022-01-15 19:49:58,gift,8500,12.142857142857142
19ED018D,2019-01-14 08:47:03,buy,4100,6.833333333333333
1166073A,2019-04-04 09:19:34,redeem,-2000,0.0
E21B9BEC,2020-10-19 06:03:43,redeem,-4200,0.0
B3D37DD7,2022-08-23 04:53:22,redeem,-4900,0.0
1D3115D4,2021-03-01 23:44:51,redeem,-4900,0.0
A8C7B13C,2021-01-11 04:44:32,buy,5000,50.0
46FF496E,2021-08-18 02:52:30,redeem,-1100,0.0
D418F68B,2019-04-29 05:27:17,redeem,-900,0.0
F2D14938,2021-06-06 02:40:47,gift,2500,1.25
1110BA8F,2020-06-29 11:43:52,gift,1400,3.5
1D8C4C1E,2019-09-01 10:53:52,gift,1700,3.4
7C540EFD,2023-03-03 21:13:03,buy,8700,6.214285714285714
C137C2FF,2022-03-16 20:37:22,gift,4200,2.8
56BA6C12,2022-08-08 22:50:04,buy,1400,0.7
8DCEA411,2020-08-30 02:31:39,buy,4000,5.0
1A1AAFB2,2022-07-08 01:11:12,redeem,-5100,0.0
75B0D217,2022-03-07 06:18:40,gift,7500,75.0
245EB671,2020-03-23 11:21:08,buy,4300,2.5294117647058822
878B3D0B,2022-01-11 18:39:33,buy,9000,12.857142857142858
FB65DE77,2023-09-21 04:18:09,buy,8600,17.2
154651AD,2022-07-25 20:00:26,buy,6100,7.625
B849829C,2022-09-23 03:32:03,gift,1900,1.1875
4896C7AC,2021-12-01 17:41:11,gift,7200,4.235294117647059
C5503379,2020-12-31 23:39:59,gift,7600,10.857142857142858
1FA3A410,2020-08-20 14:08:55,redeem,-1800,0.0
13491846,2021-01-15 23:33:17,redeem,-9700,0.0
E4E5D3DC,2021-01-14 06:33:13,buy,6300,10.5
94BD686A,2020-10-29 08:05:30,buy,100,0.14285714285714285
F1C66E3D,2021-04-19 19:30:44,gift,4200,2.3333333333333335
8B1C7BD4,2019-11-03 02:16:34,redeem,-5400,0.0
2567D20E,2020-09-13 13:05:00,buy,5800,3.411764705882353
5B173F16,2023-11-07 05:46:38,gift,8800,88.0
26F93FEC,2022-09-26 08:59:33,buy,6800,6.8
AF5F0CF2,2021-11-14 05:42:41,buy,2400,2.4
3E883649,2019-03-26 14:52:46,redeem,-5200,0.0
BA54FCA7,2023-08-09 22:44:54,buy,6200,6.2
4F30C262,,,,
924B58F2,2020-08-26 06:02:54,buy,3800,38.0
6A6F4686,2023-01-29 10:13:33,buy,9000,18.0
078E4905,2023-08-10 21:32:12,buy,1700,0.85
3F9E5326,2021-09-15 07:11:26,redeem,-2200,0.0
3E883649,2023-12-18 07:19:12,redeem,-2800,0.0
39111402,2021-01-06 17:34:14,gift,6200,3.263157894736842
4FBA0F8A,2023-07-17 23:48:38,gift,3900,4.333333333333333
A1863609,2022-04-04 13:20:54,buy,6000,15.0
02681B5A,2020-05-30 22:45:14,buy,3800,9.5
1919955A,2020-05-16 22:15:19,gift,9800,8.166666666666666
E9C8343F,2019-08-31 14:56:31,buy,3300,8.25
FB65DE77,2019-02-14 16:59:26,buy,7700,4.529411764705882
EC488D06,2022-11-17 21:25:25,buy,4600,6.571428571428571
6A4B1E51,2021-06-19 08:56:36,gift,9600,19.2
4A2BC2EF,2019-07-09 00:44:04,redeem,-2700,0.0
819EF521,2019-10-04 15:56:47,gift,1500,2.142857142857143
4DE9299A,2022-02-02 21:54:38,redeem,-9900,0.0
465E51CE,2023-09-09 13:05:47,buy,8400,4.9411764705882355
4888E197,2019-10-25 00:37:24,redeem,-8500,0.0
EEF103C4,2019-09-02 10:23:14,gift,3800,38.0
0187D272,2020-03-28 05:59:20,buy,9800,4.9
6A6F4686,2022-06-06 14:32:42,redeem,-6300,0.0
75B0D217,2020-03-22 15:28:22,gift,4700,9.4
3D938BD4,2020-09-11 08:20:00,gift,5600,4.666666666666667
6A4AE62C,2020-09-25 18:55:08,buy,4900,12.25
13491846,2020-05-07 06:29:02,buy,4300,4.3
8303F46E,2023-06-21 04:34:41,redeem,-6800,0.0
E98B179B,2020-12-27 10:08:49,redeem,-5000,0.0
1A35E703,2022-11-26 16:44:15,gift,4900,2.5789473684210527
89065792,2020-06-29 18:52:19,redeem,-4300,0.0
6CF35330,2021-11-09 08:32:09,gift,1800,0.9473684210526315
67287AA5,2019-04-12 17:07:15,redeem,-400,0.0
4883B10C,2020-05-21 09:38:33,redeem,-7900,0.0
7C540EFD,2020-08-30 23:49:00,gift,4900,3.769230769230769
448D5718,2022-03-30 20:31:41,gift,9000,6.428571428571429
13A0FF53,2020-12-23 13:35:03,redeem,-2400,0.0
6112E252,2023-04-30 22:14:59,redeem,-6300,0.0
A386D3CD,2022-11-13 15:36:51,redeem,-6100,0.0
10920EE0,2019-07-28 15:46:01,buy,4300,2.15
A78A409E,2021-03-12 06:27:23,redeem,-1500,0.0
0CF7F778,2020-11-01 16:09:32,redeem,-2900,0.0
EC8EEFFF,2021-01-03 16:24:09,gift,9600,10.666666666666666
A835E843,2023-12-17 08:14:47,buy,4500,2.6470588235294117
62C21009,2019-08-22 22:39:11,gift,1400,1.75
303F985D,2023-06-16 06:02:46,buy,800,0.5714285714285714
A1E08B27,2021-04-24 08:18:14,redeem,-5100,0.0
8B1C7BD4,2019-07-16 23:59:47,gift,2100,3.0
0C29817B,2020-10-02 10:08:50,buy,8500,10.625
2567D20E,2022-09-11 04:07:59,redeem,-2400,0.0
137242A0,2019-12-03 14:17:05,gift,8200,4.555555555555555
4EBBA871,2022-05-25 18:09:55,gift,6100,3.588235294117647
B1B6E92C,2021-10-07 22:35:31,redeem,-3000,0.0
6ECF48ED,2021-11-22 03:29:10,redeem,-500,0.0
F2D93C59,2023-07-02 14:25:15,gift,9700,5.388888888888889
2EDD13EF,2021-04-17 09:52:01,redeem,-4300,0.0
2954F84A,2021-09-10 10:26:16,gift,5800,3.0526315789473686
7FF5DF2A,2023-08-28 03:26:13,gift,3900,4.333333333333333
3160CFD2,2022-02-13 09:03:20,redeem,-5000,0.0
924B58F2,2019-10-16 20:10:41,buy,3300,3.6666666666666665
2706E7A9,2020-04-06 08:51:11,buy,1800,1.0588235294117647
52490EEA,2019-08-19 23:56:40,buy,9800,6.125
8858F0F0,2019-08-08 16:37:10,redeem,-1800,0.0
6581EE82,,,,
B5D3CFAF,2022-04-07 13:55:53,gift,9700,12.125
B48686E1,2021-09-04 03:17:42,buy,8500,4.25
6ADA19D6,2022-07-06 23:19:07,redeem,-9700,0.0
CCF84A75,2022-06-23 23:49:23,gift,4800,8.0
6BD35CCA,2021-10-21 10:02:34,redeem,-7200,0.0
FBE7D522,2019-04-19 09:20:55,redeem,-7400,0.0
F2D93C59,2023-12-01 17:35:55,gift,7600,6.909090909090909
6ADA19D6,2023-04-03 00:23:00,buy,5000,5.555555555555555
6902D348,2019-06-26 20:19:40,redeem,-8000,0.0
AE0B451A,2022-02-27 02:06:22,buy,700,1.4
E15F4EA3,2021-07-19 11:46:15,gift,5400,6.75
8A643CF2,2021-07-20 04:25:23,redeem,-5400,0.0
464459E9,2023-11-03 23:15:27,gift,9500,11.875
01453339,2020-02-13 06:27:37,gift,5900,3.4705882352941178
B64AE676,2020-06-19 00:47:11,redeem,-3000,0.0
EA3BBFF2,2021-05-25 02:41:27,buy,8000,13.333333333333334
BE5F87A6,2020-10-20 20:52:35,redeem,-2700,0.0
45F4AB79,2023-02-02 05:59:43,gift,8800,14.666666666666666
1381FE46,2023-04-19 03:41:01,redeem,-4600,0.0
B81EBF21,2022-11-24 12:04:40,redeem,-5500,0.0
E814F1E4,,,,
CAA29670,2019-03-06 23:09:43,redeem,-6700,0.0
E2CDD6A3,2023-09-09 10:41:40,buy,9800,8.166666666666666
CB7F15B2,2023-08-27 09:00:46,gift,1500,2.5
311F5A9F,2023-07-13 10:24:09,redeem,-9200,0.0
3DFE78A5,2021-12-21 23:43:06,redeem,-1300,0.0
F3290AB8,2022-12-14 18:19:13,buy,4200,2.4705882352941178
4883B10C,2021-02-26 04:26:28,redeem,-10000,0.0
D502D7AA,2021-11-10 11:26:16,buy,8000,16.0
E21B9BEC,2021-02-22 17:20:42,redeem,-2900,0.0
D8067881,2022-08-26 22:10:54,redeem,-9800,0.0
0EF042B8,2019-07-17 02:54:16,buy,4200,4.666666666666667
B3BFCF5C,2020-08-10 08:16:33,buy,6300,5.25
7CEED685,2021-08-27 14:18:16,buy,5500,6.111111111111111
B1B6E92C,2022-12-19 08:42:47,buy,4400,4.4
92222EBC,2022-02-23 16:15:55,gift,4900,4.083333333333333
B1B6E92C,2022-03-28 14:37:04,gift,300,0.16666666666666666
CCE5330A,2023-03-10 07:48:05,buy,3500,3.5
65BECAA8,2023-02-28 09:48:16,redeem,-4200,0.0
AE4DEBEE,2021-04-09 08:00:16,buy,7700,4.8125
17CC6CE9,2022-02-05 00:26:44,redeem,-700,0.0
0E78F618,2020-03-18 18:27:26,buy,9000,5.0
B8C5C96C,2019-05-01 22:57:10,gift,2300,1.6428571428571428
5EEE0B55,2023-01-23 09:46:38,buy,8900,5.5625
6902D348,2023-02-21 15:16:36,buy,7000,7.777777777777778
963D3242,2020-03-31 18:26:05,redeem,-4600,0.0
268173C7,2020-06-25 11:18:26,redeem,-6500,0.0
945EC7D0,2021-08-10 12:00:15,redeem,-3400,0.0
1843F42C,2023-11-28 04:50:22,buy,8600,17.2
8320B2B3,2022-10-13 02:56:17,buy,4000,2.857142857142857
07AF217A,2022-05-29 14:06:24,buy,9900,14.142857142857142
842A091A,2019-12-26 22:16:40,gift,700,0.5384615384615384
EDA924C6,2022-10-01 21:53:42,gift,5100,3.642857142857143
5BD5A681,2020-12-11 12:53:57,redeem,-8200,0.0
0190F114,2022-05-09 10:20:32,redeem,-5700,0.0
76F0942D,2021-11-19 17:25:55,buy,5200,5.2
C89AD0AC,2020-09-07 22:23:05,gift,7300,10.428571428571429
86A1FBC3,2019-08-04 06:18:08,redeem,-8800,0.0
4A2BC2EF,2019-08-31 16:44:43,gift,600,0.75
EEF103C4,2020-05-03 18:51:11,gift,9100,11.375
17B69903,2019-12-27 13:54:55,buy,1600,2.0
1EFAB85A,2021-03-17 18:51:16,gift,5200,3.7142857142857144
331B6148,2021-09-19 11:48:28,redeem,-1900,0.0
D76C79CD,2020-05-04 11:23:16,gift,2300,23.0
B3BFCF5C,2020-12-20 13:24:27,gift,6600,3.8823529411764706
6FCC6710,2020-05-13 21:04:47,redeem,-500,0.0
5B173F16,2020-09-21 10:09:34,buy,2000,5.0
01453339,2019-06-30 21:11:01,gift,8200,4.1
B2347E3F,2020-07-29 15:46:06,redeem,-2100,0.0
6FCC6710,2022-08-01 06:32:36,redeem,-4700,0.0
F0EF27CF,2022-07-18 13:20:14,buy,1300,0.8125
5B173F16,2020-05-16 04:48:33,redeem,-700,0.0
3E883649,2019-08-07 07:06:47,redeem,-4100,0.0
40D470BE,2020-11-27 20:58:14,gift,3500,5.833333333333333
58B6CADE,2019-03-02 12:46:03,redeem,-4900,0.0
B0B0BAC1,2022-11-24 18:19:22,buy,2600,13.0
0AA5C109,2023-02-06 06:52:43,gift,6000,3.1578947368421053
6D6C9C03,2019-02-10 00:41:55,gift,8300,4.882352941176471
E98B179B,2020-10-14 20:27:56,gift,4200,4.2
F74FC69A,2020-01-20 04:18:21,buy,4500,5.625
651B28B4,2021-02-09 10:47:24,redeem,-7800,0.0
3CA929A2,2020-04-21 06:57:46,buy,9800,5.764705882352941
82024553,2021-05-02 08:21:11,redeem,-5500,0.0
9AF04963,2022-12-10 09:28:01,buy,2700,1.4210526315789473
44CFE175,2020-08-21 23:40:48,buy,800,1.3333333333333333
3D938BD4,2019-06-01 23:02:23,gift,1200,0.8
161413EB,2020-09-30 16:41:30,gift,5300,10.6
8858F0F0,2023-05-09 21:04:01,redeem,-3100,0.0
0669F94E,2019-04-24 08:36:20,buy,3000,5.0
69590696,2019-10-06 21:08:41,buy,2800,2.1538461538461537
953493E6,2022-01-28 13:34:03,gift,400,0.3333333333333333
2065DA04,,,,
B8C5C96C,2020-07-11 23:35:05,redeem,-8100,0.0
76F0942D,2023-04-10 01:02:54,gift,2900,1.7058823529411764
A5D378FA,2022-01-16 20:26:38,gift,9900,19.8
2194C2A7,2021-12-24 19:49:47,redeem,-7900,0.0
CDD60B59,2021-03-05 02:36:46,redeem,-6500,0.0
C66FDA0C,2019-07-12 12:58:39,redeem,-8000,0.0
0664C0B9,2019-04-02 04:06:52,redeem,-4800,0.0
622AD67A,2022-02-24 11:16:33,redeem,-300,0.0
3064B0B7,2021-02-03 22:16:23,buy,3000,3.75
4310B742,2021-05-17 06:51:30,buy,9200,92.0
E1FAAA08,2022-06-17 12:02:30,buy,9600,9.6
C29B266C,2019-06-14 18:26:21,buy,6500,65.0
565B4830,2020-10-27 00:20:07,redeem,-800,0.0
3E084EEE,2020-02-27 20:33:28,buy,3100,10.333333333333334
9E0EDB10,2022-07-07 11:13:56,gift,5100,8.5
D2A0CA57,2021-09-11 10:03:44,buy,4000,2.3529411764705883
2085BB17,2022-04-01 17:24:40,gift,4000,5.0
A5D378FA,2022-07-17 15:29:20,gift,700,0.6363636363636364
D18F660E,2021-12-16 22:30:08,buy,4000,40.0
76F0942D,2022-06-28 05:39:15,buy,1800,0.9473684210526315
833ED870,2019-02-15 08:56:37,buy,8300,5.1875
FC20C0A0,2021-06-29 14:19:40,redeem,-6400,0.0
CCE5330A,2019-06-08 11:19:39,buy,4800,4.0
16C09944,2019-09-29 15:25:30,redeem,-700,0.0
1927CB23,2020-10-07 06:39:24,buy,6600,8.25
651B28B4,2023-04-05 02:11:26,gift,2100,2.625
B944D853,2022-07-29 14:04:16,gift,3200,6.4
5DA9F2B6,2021-07-02 00:13:01,gift,3400,5.666666666666667
B4340CEC,2022-07-11 09:57:25,redeem,-6500,0.0
7FDAEB1C,2020-06-25 17:39:57,buy,7500,6.818181818181818
6D6C9C03,2023-10-10 03:43:06,buy,1600,16.0
464459E9,2022-03-16 18:36:04,redeem,-9400,0.0
24F81CF0,2023-10-15 14:12:56,buy,9900,5.2105263157894735
7B8ED37F,,,,
EEFD4047,2022-02-25 01:05:39,redeem,-2300,0.0
3093F014,2022-01-17 17:04:30,buy,8400,12.0
3A4F602A,2019-09-17 21:44:06,redeem,-2100,0.0
D6707AE8,2019-05-10 06:27:10,buy,6900,8.625
9EF1FBF4,2023-11-02 06:35:52,gift,2000,1.1764705882352942
E6B4C4D3,2021-09-04 08:45:49,buy,1300,4.333333333333333
A7677625,2023-12-22 06:51:50,gift,5700,3.8
CEF64D1D,2022-05-25 10:25:01,gift,500,0.3333333333333333
77509E1F,2022-02-16 03:05:31,redeem,-6300,0.0
6D1A4F42,2021-12-18 16:53:27,gift,1200,1.7142857142857142
F44DBBBC,2022-01-23 09:33:04,gift,900,2.25
A83237C1,2021-11-07 19:04:47,redeem,-8400,0.0
152E2B73,2020-01-31 23:26:40,gift,9000,12.857142857142858
7C547BD1,2021-08-22 08:46:41,gift,5500,3.0555555555555554
0EF042B8,2020-04-29 09:16:43,gift,3000,1.6666666666666667
C8C04907,,,,
24B5A6A9,2023-09-22 06:51:28,gift,2100,5.25
17B69903,2019-02-10 22:51:58,gift,6200,31.0
68363811,2020-05-05 07:58:03,redeem,-400,0.0
16734236,2020-08-14 10:43:56,gift,7700,25.666666666666668
3A4F602A,2022-12-11 22:36:55,buy,6800,68.0
275172D3,2020-08-22 06:25:15,gift,2500,8.333333333333334
CCC1D9F1,2022-04-01 08:53:20,buy,2700,3.375
492A0AFA,2020-06-25 07:57:50,redeem,-2700,0.0
86A1FBC3,2021-02-01 00:55:33,buy,6500,5.909090909090909
7C540EFD,2019-06-22 09:38:49,buy,4300,6.142857142857143
833ED870,2022-04-10 13:34:38,redeem,-3100,0.0
77158504,2022-05-19 23:29:02,gift,4000,8.0
3A7D06EC,2019-11-02 11:57:37,buy,100,0.08333333333333333
C2794445,,,,
83267BAF,2019-06-20 23:16:57,gift,7600,19.0
B1001422,2022-03-25 08:37:15,buy,1800,4.5
6D4A32B4,2023-12-23 11:21:00,redeem,-2600,0.0
E3BA7DE1,2021-05-20 14:28:38,buy,5400,4.153846153846154
EA3BBFF2,2019-03-27 11:21:33,redeem,-3700,0.0
5692EBAE,,,,
9A1A51DD,2022-01-26 05:38:55,buy,7500,9.375
804FDE79,2023-05-14 05:14:02,gift,3500,1.75
F079437B,2023-05-31 14:24:04,gift,400,0.6666666666666666
353ACD20,2021-10-10 01:39:26,gift,2800,9.333333333333334
27E832DE,,,,
E085BF23,2021-05-03 05:19:27,gift,7200,7.2
4D37F2E1,2019-10-25 01:37:14,redeem,-9400,0.0
FEF48449,2022-09-01 17:19:36,redeem,-6400,0.0
4534B5EA,2021-08-22 20:38:12,buy,6300,21.0
F2D14938,2020-03-15 16:40:26,buy,8300,9.222222222222221
A730D2DA,2021-12-03 04:39:11,redeem,-9200,0.0
DE468AD6,2023-11-05 03:15:04,gift,7600,6.333333333333333
75E18E55,2019-10-14 01:56:26,gift,1800,1.5
D30C007C,2022-07-13 07:19:05,gift,7400,6.166666666666667
56BA6C12,2023-07-19 12:52:05,redeem,-9400,0.0
B3352220,2019-09-03 08:59:19,gift,800,0.6153846153846154
96E9CB29,2021-06-10 07:05:05,redeem,-4200,0.0
65FD39D2,2019-01-27 10:26:00,redeem,-7700,0.0
E177399B,2020-02-03 11:28:39,buy,5800,3.2222222222222223
6D4A32B4,2019-02-18 02:37:34,redeem,-7400,0.0
B1C7B593,2020-12-13 14:00:45,gift,10000,25.0
A2C53B36,2019-04-07 17:55:05,redeem,-2500,0.0
4685BB4D,2021-07-29 02:27:42,redeem,-9200,0.0
9B3D79B6,2023-04-18 17:19:56,buy,1600,1.0666666666666667
277E334F,2023-05-22 17:59:30,gift,3400,2.6153846153846154
6FCC6710,2022-01-18 02:39:33,redeem,-3500,0.0
9857F1CD,2019-06-08 01:53:41,redeem,-2500,0.0
3E883649,2023-05-19 20:36:51,redeem,-6300,0.0
C5503379,2020-08-15 08:02:17,buy,2700,3.375
C113A822,2023-04-19 19:43:04,redeem,-7000,0.0
945EC7D0,2022-07-28 16:25:44,redeem,-4500,0.0
8DCEA411,2021-05-09 09:56:25,redeem,-5400,0.0
7B78E143,2023-11-02 22:14:33,gift,2800,2.0
66A1D1E4,2021-03-22 13:11:57,gift,2100,21.0
8303F46E,2022-10-08 20:45:42,buy,6300,9.0
9E0EDB10,2022-06-27 15:18:29,gift,2800,1.75
DDBAA40A,2023-06-09 03:29:13,gift,9000,90.0
BE4B1889,2019-01-09 21:32:13,redeem,-6500,0.0
51C9DFA1,2022-09-11 04:50:23,buy,7400,5.285714285714286
8E25F6E9,2020-12-29 20:06:16,buy,2500,2.5
C4782977,2023-11-21 02:49:18,buy,7000,4.666666666666667
A4CB5752,2021-12-28 10:01:41,gift,3700,4.111111111111111
B1001422,2020-09-14 00:50:16,gift,6200,7.75
E71F95FD,2023-02-18 20:39:48,redeem,-3200,0.0
18488289,2023-02-27 14:59:28,gift,1900,1.2666666666666666
E4452036,2020-08-15 13:54:36,gift,9800,8.909090909090908
978B8445,2023-02-22 07:24:03,redeem,-700,0.0
277E334F,2019-06-05 23:34:46,redeem,-5500,0.0
B64AE676,2021-05-29 13:05:01,buy,7400,4.625
A2CBF034,2022-03-24 12:43:16,gift,5000,4.545454545454546
7442415D,2022-08-19 08:35:23,gift,4400,8.8
7817AD39,2019-08-21 22:22:38,gift,9300,7.153846153846154
929E5BA6,2020-02-29 00:06:11,buy,5000,5.555555555555555
E98B179B,2021-07-25 21:43:42,redeem,-200,0.0
E3BA7DE1,2019-11-22 23:32:07,buy,4500,9.0
84167DF2,2021-02-20 15:42:20,gift,1200,1.0
856EC150,2019-08-23 11:50:15,redeem,-6700,0.0
5B173F16,2020-07-28 03:31:53,gift,8800,88.0
A67C5D0B,2022-09-06 07:19:06,gift,9800,5.444444444444445
76F0942D,2021-06-27 11:12:18,redeem,-7900,0.0
A67C5D0B,2019-10-10 23:46:30,buy,7400,37.0
CDD60B59,2020-06-11 16:26:29,buy,5200,3.25
B71E1604,2019-05-20 12:49:10,redeem,-4200,0.0
